Date_Forecast,JNJ,GS,RIO,AAPL,JPM,BHP,DIS,XOM,CVX,AMZN,BA,MSFT,NEE,NVDA,CAT,MCD,NVS
2009-12-11,0.048151497,0.08480499999999999,0.07203662400000001,0.12265293,0.0873164,0.06357702,0.04878089,0.106461264,0.03738282,0.064182445,0.063865535,0.047632787,0.057355105999999996,0.06089071,0.07230242,0.031776287,0.030174345
2009-12-18,0.033200845,0.060605522,0.09980464,0.059402227,0.09206273400000001,0.04929658,0.057840046,0.09426088,0.052308798,0.06440845,0.062188424000000006,0.04739286400000001,0.047139402000000004,0.06869932,0.06917832,0.03545705,0.037605322999999996
2009-12-25,0.031661954,0.040264655,0.09227875,0.053998653,0.07673022,0.050679505,0.051809464000000006,0.04035082,0.05037815,0.06604846,0.06222196,0.04282763,0.04730508,0.094668545,0.06919762,0.035003066,0.03528001
2010-01-01,0.031673715,0.037287463,0.09411772,0.055483307999999995,0.09027447599999999,0.06274982,0.07758895,0.045998275,0.03992499,0.05700873,0.06670699,0.05165146,0.04361385,0.056081824,0.07031553,0.046856176,0.040312693
2010-01-08,0.039464433,0.046548158,0.13127606,0.056243735999999996,0.0688854,0.048285507000000005,0.05289564,0.04004653,0.046592012,0.06536917,0.06584297,0.049413353,0.04347129,0.06267336,0.0683784,0.044735696,0.03631212
2010-01-15,0.05490403,0.04353319,0.07917756,0.075466126,0.07775095,0.07266413,0.101769544,0.039237093,0.049989108,0.06290035,0.06340044,0.05028705,0.0668551,0.052421506,0.06841903,0.035244886,0.024078947000000003
2010-01-22,0.026165409,0.0818049,0.09064921,0.055973824000000005,0.092658505,0.10288254,0.055229537,0.039411217000000005,0.052831265999999995,0.068289645,0.067179084,0.05082798,0.044855908,0.08537029,0.10459025,0.0322306,0.040334616000000004
2010-01-29,0.04065704,0.04496138,0.08883769,0.0505591,0.09228921,0.075173855,0.05204112,0.03145676,0.048784263,0.06485639,0.048777025,0.048887413,0.037799574,0.060154065,0.09838973,0.039169356,0.05614766
2010-02-05,0.025602998,0.061422553,0.05344611,0.05523677,0.075433314,0.07163531,0.05032641400000001,0.046376705,0.049818743,0.06359775,0.061797645,0.045697752,0.044794417999999996,0.05860152,0.06516526,0.033445157,0.038434654
2010-02-12,0.03631326,0.071931385,0.108233124,0.049897484000000006,0.057984192000000004,0.07450445,0.059182633,0.047919944000000006,0.02869631,0.052836422,0.06377718,0.0516197,0.043787993,0.057719633,0.07074689999999999,0.034571335,0.034558706
2010-02-19,0.028604794,0.08684909,0.05317932400000001,0.07769903,0.071768634,0.08102281,0.05816809,0.04656248,0.053716097000000004,0.064836435,0.062177765999999995,0.023055238999999998,0.04413191599999999,0.10093873,0.06909255,0.033861432000000004,0.057584904000000006
2010-02-26,0.030188992999999997,0.043626785,0.102477945,0.03589713,0.07178735,0.069644205,0.052523195999999994,0.041294713,0.052768577000000004,0.054203167999999996,0.04928033,0.045564372,0.04879531,0.078763224,0.07173767,0.03301689,0.03647748
